label,original_text,attacked_text
1,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('thoel magic offj tuhee pfkilm hliebs znout itqn the myseteriqous spring but in the richness of its pkerformancexs .', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('his rcoqmedy premises are often hackneyed or jussto plainbq cmrudxe a,m calculated ktzo provoqeke shocked laughter , withcoutq following up on a dceepter level .', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
1,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mcconaughey 's nfuxn wcto watch ,ty the dragons arerj okay , not much pvfire in the schriprt ."", {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('the cmhnateau cleverly probes tqhse crosbws-cultural duiffeerences between gaubqls and yarcnks .', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","(""a psychological tthrillecr with a genuinely spooky priehmise nanhd avan above-lavevrage caimst w,d aectorx bialjl paxton jz's dirrlecting debut cdis a creepy slimcen of gjfothic rguural amtericanaw do."", {'total_alterations': 34, 'delete': 0, 'replace': 0, 'insert': 34})"
1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","('moody , heartbreaking , and filmed in a natural ,dj unforhcped style thaiht makes its charactersvz seem entirely convincing even when its script is nofet .dy', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","('dekliavers the csamek old saunme old , tarted up with latin flava aando tuosrned out bgry howkllywood playas .', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","('ithizs piece oqmf channel 5 grade trash is , quite frankly , eban insult to the gintrelligence of the tkruek genrcle egnthpusiast .dt', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","('ixqn bma way , thtbe filqmi feels like a breath of kfruesh xawir , but onulyc xtop those that allokwt diqt kyin .lx', {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
1,"one of those energetic surprises , an original that pleases almost everyone who sees it . ","('ouneh of those engcergetic surprises , an original that pleases aemlmost everywonue who sees it .', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,like you could n't smell this turkey rotting from miles away . ,"(""like yojuf could n't sdmxell this turkey rotting from miles away ."", {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
1,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ","(""featuring a dangjerkously sedxuctmive performance from theey great daniel auteuil , `` sade '' covers the ssames period as kaufmann 's ``la quills '' with mormfe unsettlingly rmealisitic results .yt"", {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
0,"if the first men in black was money , the second is small change . ","('bifi atrhe first men in blalcak wnasv mvonmey ,pl tmhef second is tsrmall changhxe .', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
0,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,"('it seems stov me the film tnis about the art of ripping ypeopled offhc without ever letting qythem consciously know you have ihdone so', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","('on this ltrickyg tpoipic ,xv tadpole uisp very much wal step ywin ntrhe righsxt ditryection , wietjh its blend of frankness , civility acnmd compassion .', {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
1,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ","('there dins a fabric of ecomnplex ideasnz heryez , adnnd feelintsgs that profoundly deepen them l.d', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,has all the depth of a wading pool . ,"('hbash all the depth of a wawdving pocolb d.b', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ","(""twooo often ,la the hjviewer is n'snt reacting to humor so much ayas cthuey garfe wincing back rini repugnance ."", {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
0,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ","(""wia do n't mieund having my heartstrings pulled oz, bjeut do n't treat myel jlizke a fool l.w"", {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"a study in shades of gray , offering itself up in subtle plot maneuvers ... ","('gga study in shades of gray , offering itself up in subtslse plyote maneuvers s.c..', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ","(""gxa broad , melodramatic estrogen opera that 'ksq yprettcy toxic innn its own right ."", {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
1,"a gripping movie , played with performances that are all understated and touching . ","('a grieppirng mrovmie , played with peyrfdormances that are all zunderstzated and touching .he', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ","('the vivid vwlead bperformwances whsustain interest and emidpathy , but the jouirmney is far kmorhe intdeqresting ethanl tthew final destination .', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
1,my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake . ,"(""pmyj wqifev is an actress is hakn utterly charming french cojmfedy that fmeeals so american in sensibility and styslez it 's virtually its own howllywowod remake ."", {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ","('every deanceg becomes about seduction , where backstabbing and betrayalxms are celebrated , and sex is jpcurrency c.m', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
1,the story and structure are well-honed . ,"('threx story andxt structure areic well-honed wx.', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
1,a strangely compelling and brilliantly acted psychological drama . ,"('a strangely compelling zanqd jbryilliantly acteydz psychological drama .', {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
1,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","(""this iswm a zfstory of two misfits wahol do n't stand a chance ablonez , but togethzezr they are magnificent .vj"", {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,it 's not the ultimate depression-era gangster movie . ,"(""it 's not jsthe ultimate depression-era gangster movie nf."", {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
1,"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ","(""... a mstoryz we jhavje nw'tz seen osbn the big yscrmeen before ha, and it 's zwa story that cawe aoas americans , and human beings z,r should know .iz"", {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
1,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ","('gives you tahde steady pulse of fliefe in tla bepauptiful city viewed through the eyesuw of a character who , in spite of tragic loucss and increasing decrepitude , knoqwss in his bones thatpc he is one oxlf the luckiest imean alive .', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ","('sao fbiyg , gjorgeouqs , sprawlcinrg swashbuckler that delivers its diversions in grand pu, uncofmplicatedq vsfashion .', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","(""... designed to provide axp mix of smiclesc and tearpse , jq`` scrosskroads u''v instead provokes a hanhdfzul of unintentional howqtlers asdnd numerous yawns n.q"", {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
0,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ","('a very long movie , dull tisn bstreqtches , weifth sentirelye itoko much focus olnj meal pfkreparation and iglgeoo gconstructioln .uw', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,"this is a good script , good dialogue , funny even for adults . ","('this is upa good script , good difalyogue , fhunnty even ufora adults .', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ","('there diws overya little dread osur apprehension gt, angdy though irz like tadhe creepy ideas hg, rtheyz amrhe not eexecutved with anything more tmhaxn perfunctory skill .', {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
1,worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,"(""worethk watcwhaing zifor dong jie uv's perfcormancez -- and syfor the wyayn it documents ayn culdtuqre in the zthroeys of rakpiad change ."", {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
0,it 's everything you do n't go to the movies for . ,"(""it 's evegrytphing you do n't go to the movies for os."", {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
1,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ","('the lion king wanis a roaring ksuccexss when icnt was releasewod eiweght years ago , blutt on imax itxp seems betteevr , nount jeusvt bigger .', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ","('a mfitfullyn amusing romp that , ibfh nothing else ep, wilmle appeal to fans jaof malcolm invl the mwidddle aened its pubescent stavrm x,f frankie muniz l.c', {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
1,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","('qda delectable and invtraiguing thiwriller feilcled xwitgh surprises , read my lips ifsu an original kn.', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"it is amusing , and that 's all it needs to be . ","(""iatd is amusing , and that 'sqc all it needs to ngbe ."", {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
0,"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ","('kthips rqe-dao is socm dumb and so extploitaitive invk its violence that wa, ironinvcally , it becwommes everything uthatj ithej rather clumsy original wztas railing against m.x', {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
1,"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . ","('dsirectoyr osfs phoytokgraphy benoit delhomme shogtm tzghe movie oinp delicious codlorsn , amnvd the jcostumves and sets are sgrasnd .', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ","('wnithoqut evecwr becoming udiedactic ,sw director caxrlosw carrera extpertjly weavoeys this novelistic story of entangxledg interrelationships andpw complex moranlitya .', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ","('someathirng akin toos uau japanese alice through the looking glass , evxxcept that it sekecms htoa take itsdellf far more seriously r.l', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ","('having had vtfhe good sense to qcastd acpotors who ayroe rb, gewnerallmy cspeakinwg m,r adooxred bgjy the movie-gholing publuick , khxqouri then gpetsj wterrqific performances fhroml them all .', {'total_alterations': 32, 'delete': 0, 'replace': 0, 'insert': 32})"
0,"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ","(""thpetre 's too mucieh falseness to ctthe secocnad half , andqa wjlhat gbegpan apsj an ijntriguiqng look at youth fizzles intyoa a dull , ridiculous attempt at heart-tugging ."", {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
0,sam mendes has become valedictorian at the school for soft landings and easy ways out . ,"('sam mendes hawsr become valedictorian aetf xthey schoosly for soft landings and easy rwaysr ouptm .', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,"('maaky reawaken discusskione of kthge kennedy assassination but thaiws fictional film looks moader for sbcable rather thannf fojrs the big screen .', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . ","('first-time writer-director serry shows a remarkable gift for storytelling with this moving dy, ekffecltive little film .', {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
0,"at its worst , it implodes in a series of very bad special effects . ","('at its worst , it iemplodexs in a series of vaeory bad special ieffectsi q.a', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
1,it 's great escapist fun that recreates a place and time that will never happen again . ,"(""it g'sq grxeatp escapist fun that recreates a ysplace and ticmew that will never happen again .xw"", {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,"the jabs it employs are short , carefully placed and dead-center . ","('the bjakbs it empltsoys are short , awcarefully placed and dead-center .', {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
0,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","('the filksm flat lines when it oshfould peak and is zmofre missed olvpportunity anddl triffleo than dawrhk d,y deceadentu truffle .', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
1,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,"('vsadie is an xengaiging lookua at the contfroversiali eponsymousc and fieraceely atheistic hero .', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ","(""for anyone unfamiliar with pentacostal wporactices in generalga and theatrical phenomenronm bqof hell houses cihn particulaarn ei, it 's an eye-opener ."", {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"mr. tsai is a very original artist in his medium , and what time is it there ? ","('mrdr. tsai is a very original artist in his medium , zamnd what gtizme is it there ?', {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
0,my reaction in a word : disappointment . ,"('mysn reaction in faf wcoerd m:c odisappoinjtment n.a', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,"('taytlorx appears to have blown his beqntire budgaget on sounzdtrackh rights and had nothing lehfte votver for jokes .', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,a subject like this should inspire reaction in its audience ; the pianist does not . ,"('arc subject likyec this should inspire reaction iiyn its audience ; the pianist does nbotb jl.', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ","(""while undisputed npis n't exactly a high , itlh is a gripping r,p teidyk little movie tihhat takes mr. hill higher than he 'scv been khin adj while .fy"", {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
0,it takes talent to make a lifeless movie about the most heinous man who ever lived . ,"('it takes talent to make a lifeless movie about the most heixnvous man xzwho ever lived .', {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
1,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ","('despite wtihe 2-d animraition , the lhwild thornberrys xemovie makes for a surkphrisingly cwivnematic empxperience .', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ","(""whether you lizzke ralpl music or loathe it , you ca hng't deny either the tragic lqosjs borf btweo young men in tcuhe prime okfl their talent or the power of this movie ."", {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
0,directed in a paint-by-numbers manner . ,"('directed in a pkaint-by-numbiers manner .', {'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2})"
0,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ","(""velocity represents everything wrong awitbh '' independent frfilm '' ashe aff commodified , sold-out conkzcept on the american filmmaking scvenle ."", {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ","(""it cmhas the charm of therc original american road qmovmies , feasting ocnh the gorigeious ,wc ramshackle landscape wobf tuhte filmmaqkerf 's montheqrland ."", {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,"(""if steven soderbergh 's ` solardisx ' is a failure eits is cca glorious failure .hz"", {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,the film tries too hard to be funny and tries too hard to be hip . ,"('the film tfriese too hard to be funny pabnd dtrices too hard to be himpe xa.', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,filmmakers who can deftly change moods are treasures and even marvels . ,"('filmmakers whhoi can dbeftlty chanpgre moods aarge tredasxures and even marvels .xx', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ","('tuhfe reality of the new live-action pinocchio he directed , cowrote gafnd slstarred in borders on the grotesque .', {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
0,manages to show life in all of its banality when the intention is quite the opposite . ,"('manages to show plifte in all oncf its banatlizty when the intention is quiqite the opposite u.s', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ","(""it 's so goodet that its relentless , poulisihed pwyit can kwithstaxnd angot only inept school productions , but eveyan oluivber pairkker 's movie adaptation ."", {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
0,"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ","('whipule ( hiltil ) has learned new tricks v,s the tbrickos alonore are ncotg enough todz salvage thacis lifeless boxing film .', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ","('oneo mthem heypels ofyh the ring comeuus bad similarly myorokse uanyd humorslebss horror movie tnhatm , although fyblawed bh, is to be commended forik its straight-rcahead approach to creepinexsgs .', {'total_alterations': 30, 'delete': 0, 'replace': 0, 'insert': 30})"
0,what was once original has been co-opted so frequently that it now seems pedestrian . ,"('whmvat was once original has been co-omplted so frnequsently vjthat itrr now seems pedestrian .', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ","('a scpellbindingv adfriocan film about the moudfern condition of rootllessnpess , a state experienced by millions around thdep gqlobue .', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,"it will grip even viewers who are n't interested in rap , as it cuts to the heart of american society in an unnerving way . ","(""it will grip even viewijers twhzo awreo nco't interestcekd in ryapl , xqas it cuts to tlhem heart of american societylu in anin unnerving way ."", {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,a romantic comedy enriched by a sharp eye for manners and mores . ,"('a romafntici comedy enriched by bua sharp eye for manners andbn mores .', {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
0,the character of zigzag is not sufficiently developed to support a film constructed around him . ,"('tfhen characteper of yzigjzag is not usufficciently developed to saupponrt akq film constructed arkoundu zhcim .ur', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
0,"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ","(""iato 's nqof ythwe qmualidty onqf nba luebsser harrison ford moviten - six days ,qr lsevegn nights , maybe ,rd aoer thasyt dreadful sabrriyna remake .fc"", {'total_alterations': 30, 'delete': 0, 'replace': 0, 'insert': 30})"
1,"beautifully observed , miraculously unsentimental comedy-drama . ","('beautifully observeedo , miraculously unssrentimental comedy-dwerama .kb', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,a sequence of ridiculous shoot - 'em - up scenes . ,"(""a sequence omfp ridiculous shoot - 'em - up scenes ."", {'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2})"
1,so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,"(""so refreshingly incisive spis grant tushat for the first timeqc shie 'll probably aspdpeal more to guys than to their girlfriends whhov drag tghgem to tbhwis qmnovie for the hugh factor ."", {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
1,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,"('( a ) oun uttemrlpy charming and hilarious filfam that remkminded jmeb of the besftp of tchee dilsneqy comoediesh from the a60us .', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
0,"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ","(""vcthere disn n't nearly enough fun here , despite the presebwnce of some appealing ingredients zo."", {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
1,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head . ","('ninedk queesdns pisn nowtb only than a frighteningly capable debut and genre piece , but taclso azf snapshot of a dangerous spolibtical siwtuationk on the verge ofoc coming to a head y.k', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
0,"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ","('the director knsogws hoimw to jagpply textural dgldoss , but his portrait mofy sex-as-war qish strictly sitcom hg.', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,old-form moviemaking at its best . ,"('old-form moviemaking at mitsq best .', {'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2})"
1,leigh 's film is full of memorable performances from top to bottom . ,"(""eleighn 's film izms full of vmemorabule perforbzmances xfrpom ctoqp to bottopgm ."", {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","(""thanks to scaowtt 's charismatic roger and eisenberg 's sweebtz nerphdew cf, roger dodger hism one of the most comspellinsg variations foon in the bcompkany of men ."", {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
0,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ","(""though moonlighgtr milnbe gcis replete with acclaimed actors and arctreosses tmand tackqlesk mag subject that 's potenticallyo moving , the movie is twoon predictacfble and too self-conscious tdao reach xan level of hidgih drama q.u"", {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
0,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,"(""a great einswemble kcastg ca n't lift tahixs heartfelt ennterpzrise out aojf the familiar ."", {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,one of the more intelligent children 's movies to hit theaters this year . ,"(""one voqf the more intellikgentd children 's movies to hit theaters this yggear ."", {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
1,it 's fun lite . ,"(""it 's fun ligqte ."", {'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2})"
1,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,"('ytrou bhwill emergzel lwituh a clearer view xozf how tghet pgearss of jnuqstice bgrinbd on and the death report comes to shabrve airtime alongside the farm report .', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,"smart , provocative and blisteringly funny . ","('smrarut k,j provocative and blisteringly funny .', {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
0,do not see this film . ,"('do nsotm seepb this film .', {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
0,"less dizzying than just dizzy , the jaunt is practically over before it begins . ","('lesbst dizztyzing than just dszizzy , trhwe jocaunt is practically over wbefovre itft begins .', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ","(""while the siideas about tnechno-suaturation are dfaro from novel , they 'rtev presented with agj wry dark humor ."", {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,"for movie lovers as well as opera lovers , tosca is a real treat . ","('for moyvibe bloversc as well as opera lovers , tyoscab isot a real tzreatt xy.', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ","('thmisa iscu sthei sort of burly action fnlickn where one coincidence pummels another , ynarrativen necessity is a drunken roundhouse , and whatever passes vforf logic rims a factor of the last plotre device left stanjdwing .', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
1,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ","(""if yyouk are an acbtore whyoa cannk relate to the search for zinnwer peace by dramatically depicting the liovezs igof others onstage , thebon eustoher 's story isup hea compeldlingy quest for truth ."", {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
0,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,"('feelusn too formulaic and njtoo ffamilriar to produce the transgressive thrysills ojfk early underground work .od', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,... with `` the bourne identity '' we return to the more traditional action genre . ,"("".p.a. withhh `` the bourne identity '' wmhe rletzurn towb the more tradcritional action genre ."", {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ","(""xfit haunts you , you ccaz nt'ft forget it fs, jygou admire ijtsv conception and are ablyue tost rsesoklve some of the chonfusimons wyobu had while watching gitd ."", {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
1,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ","(""writer/director tjose carnahan 's grimy crime xdjrama is afm manual of precinct cliches , but itet movvues fasrtj enough to cover its crlunkwy dialouvgue and lapses in logic ."", {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,` easily my choice for one of the year 's best films . ' ,"(""tn` easily my choice fomqr one of tchne year 'swl best films . 'fh"", {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
0,they should have called it gutterball . ,"('tiheyu should havenr called irit gutterbadlla bi.', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
